"Data Source","World Development Indicators",

"Last Updated Date","2022-12-22",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Bangladesh","BGD","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.6940002441406","57.5839996337891","57.5540008544922","57.5369987487793","57.4799995422363","57.3930015563965","57.2299995422363","57.0530014038086","56.9059982299805","56.7159996032715","56.4309997558594","56.1889991760254","55.8660011291504","55.8190002441406","55.7389984130859","55.9850006103516","55.4850006103516","55.0419998168945","54.6049995422363","55.3450012207031","54.9300003051758","54.5419998168945","54.1749992370605","54.0120010375977","53.8320007324219","53.6500015258789","55.7809982299805","55.773998260498","55.7470016479492","53.6440010070801","53.992000579834",
"Bulgaria","BGR","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.5550003051758","48.4230003356934","47.0719985961914","48.3419990539551","48.5099983215332","46.9819984436035","45.5810012817383","45.6020011901855","43.8600006103516","42.0410003662109","41.1370010375977","41.6160011291504","43.0660018920898","44.4640007019043","44.6809997558594","46.7000007629395","48.9809989929199","50.7910003662109","49.4039993286133","47.9020004272461","46.5970001220703","46.5670013427734","46.9249992370605","47.9570007324219","49.1279983520508","49.2929992675781","51.939998626709","52.4379997253418","54.1870002746582","52.7060012817383","52.6110000610352",
"Bahrain","BHR","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.5589981079102","65.0110015869141","65.0370025634766","64.9739990234375","64.9919967651367","65.0899963378906","65.0830001831055","65.088996887207","65.0839996337891","65.1859970092773","64.9820022583008","65.7149963378906","66.4509963989258","67.1679992675781","67.8710021972656","68.5660018920898","69.2620010375977","69.9290008544922","70.5770034790039","71.2460021972656","70.2009963989258","70.3190002441406","70.4619979858398","70.5879974365234","70.7099990844727","70.8000030517578","70.9329986572266","71.1790008544922","71.411003112793","68.6839981079102","68.9879989624023",
"Bahamas, The","BHS","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.3720016479492","61.931999206543","63.9220008850098","63.568000793457","65.8970031738281","65.2539978027344","67.5899963378906","70.0589981079102","71.0780029296875","70.9929962158203","70.9649963378906","69.4860000610352","67.7990036010742","67.9609985351563","67.5609970092773","69.1449966430664","68.4710006713867","67.8239974975586","62.9410018920898","62.4850006103516","61.9220008850098","64.0550003051758","60.9370002746582","62.6619987487793","63.9609985351563","63.4379997253418","65.5199966430664","65.3899993896484","65.3659973144531","57.5559997558594","59.3769989013672",
"Bosnia and Herzegovina","BIH","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.3849983215332","38.2070007324219","37.7649993896484","36.9020004272461","36.140998840332","35.4519996643066","34.9099998474121","34.2939987182617","33.556999206543","33","32.4389991760254","31.806999206543","31.2889995574951","30.6219997406006","29.8700008392334","29.3950004577637","30.8369998931885","33.2089996337891","32.7869987487793","32.0999984741211","31.6189994812012","31.5240001678467","31.4190006256104","31.4780006408691","31.7369995117188","32.1110000610352","33.6080017089844","34.1990013122559","35.242000579834","36.076000213623","35.6209983825684",
"Belarus","BLR","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.681999206543","56.7210006713867","53.9529991149902","52.0289993286133","49.6440010070801","45.4550018310547","49.2859992980957","50.7159996032715","51.2470016479492","51.8600006103516","52.576000213623","53.2589988708496","53.9080009460449","54.5120010375977","55.2729988098145","55.9790000915527","56.7290000915527","57.4290008544922","58.3139991760254","58.5260009765625","58.8860015869141","59.2639999389648","59.5970001220703","59.9080009460449","60.3089981079102","60.6110000610352","60.7900009155273","61.4580001831055","61.6710014343262","60.9939994812012","60.7159996032715",
"Belize","BLZ","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.242000579834","50.5559997558594","50.6459999084473","49.8460006713867","49.9029998779297","49.9519996643066","51.4309997558594","50.2999992370605","51.6860008239746","53.0810012817383","54.3600006103516","53.9959983825684","54.0909996032715","54.0960006713867","54.1129989624023","55.2519989013672","56.0060005187988","56.4259986877441","56.5999984741211","56.8209991455078","57.0110015869141","57.2130012512207","57.4000015258789","58.257999420166","59.0289993286133","59.7529983520508","59.8040008544922","59.7809982299805","59.6790008544922","55.5460014343262","56.5470008850098",
"Bermuda","BMU","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.4499969482422","67.193000793457","67.5169982910156","67.7590026855469","68.2300033569336","68.6630020141602","69.1900024414063","69.0550003051758","68.7320022583008","68.677001953125","68.995002746582","69.3789978027344","69.734001159668","70.1419982910156","70.4929962158203","70.8470001220703","69.9779968261719","69.943000793457","69.9779968261719","70.1660003662109","70.3600006103516","67.1999969482422","67.609001159668","69.9280014038086","64.9940032958984","65.0019989013672","66.125","69.2730026245117","67.9800033569336","59.3660011291504","69.5240020751953",
"Brazil","BRA","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.3569984436035","57.6669998168945","58.2809982299805","58.568000793457","58.7799987792969","56.7200012207031","56.8979988098145","56.2709999084473","56.2470016479492","57.1440010070801","57.5989990234375","58.3959999084473","57.951000213623","59.1629981994629","59.4420013427734","59.7070007324219","59.6339988708496","60.1209983825684","59.5289993286133","59.2669982910156","58.4010009765625","57.9970016479492","57.9980010986328","58.0009994506836","56.9930000305176","54.8699989318848","54.3650016784668","54.5750007629395","55.140998840332","49.4379997253418","49.9949989318848",
